dtau delta_E_D_max_2 delta_E_D_max_4 delta_E_D_max_6
0.5 0.007575350565921772 0.004218057215378593 0.004218043535670081
0.33812166890312056 0.005080703152785339 0.001408596074877743 0.0013627396739091452
0.22865252596366312 0.0038664471704086462 0.000434737836073984 0.00038586385997146396
0.15462474735549586 0.003573372326681941 0.0001641270926160505 0.00010629550235389049
0.10456395525912729 0.003636973147755827 9.971300886465838e-05 3.660451590828105e-05
0.07071067811865475 0.0035483580705109596 8.789037866647216e-05 2.153023863643671e-05
0.04781762498950186 0.003691966370157806 9.282956991201203e-05 2.0900666613636012e-05
0.03233635032886786 0.004035891076275154 0.00010590564259323052 2.5397085628416583e-05
0.021867241478865564 0.00434167155805443 0.0001370404097185948 3.1645525038254436e-05
0.014787576366283134 0.004555888954014705 0.00016917508693427657 4.582432020249624e-05
0.01 0.004664203311099416 0.00021556274913952765 6.0970659205654257e-05
