N_iters f_Renyi_cg f_Renyi_approx_cg f_Renyi_trm f_Renyi_approx_trm
605 0.35436402432240854 0.35633943731222806 0.3534469979418646 0.3555676922799914
610 0.35436385041105484 0.35633943731222806 0.3534451023967224 0.3555676922799914
615 0.35436267300046925 0.35633943731222806 0.35344260234242675 0.3555676922799914
620 0.3543612177761878 0.35633943731222806 0.3534371206209384 0.3555676922799914
625 0.3543610787433153 0.35633943731222806 0.35343485716663037 0.3555676922799914
630 0.35436065383593673 0.35633943731222806 0.3534338649667607 0.3555676922799914
635 0.3543590188885685 0.35633943731222806 0.353432661447842 0.3555676922799914
640 0.35435871981633166 0.35633943731222806 0.35343027200119814 0.3555676922799914
645 0.3543573988897349 0.35633943731222806 0.35343002444340504 0.3555676922799914
650 0.3543571983337455 0.35633943731222806 0.3534292537813591 0.3555676922799914
655 0.3543569813135681 0.35633943731222806 0.35342807240121105 0.3555676922799914
660 0.35435661873221536 0.35633943731222806 0.35342770286255454 0.3555676922799914
665 0.35435647707070755 0.35633943731222806 0.3534271240548324 0.3555676922799914
670 0.3543564029254253 0.35633943731222806 0.35342695679706854 0.3555676922799914
675 0.3543561362275806 0.35633943731222806 0.3534256583958923 0.3555676922799914
680 0.354355998982268 0.35633943731222806 0.3534249596999612 0.3555676922799914
685 0.3543558085314548 0.35633943731222806 0.35342363834754564 0.3555676922799914
690 0.3543556544202597 0.35633943731222806 0.35342355116215457 0.3555676922799914
695 0.3543555791398045 0.35633943731222806 0.3534206267026135 0.3555676922799914
700 0.35435546135133444 0.35633943731222806 0.35341573335214954 0.3555676922799914
705 0.3543502908723792 0.35633943731222806 0.35340416754505916 0.3555676922799914
710 0.35432811757066157 0.35633943731222806 0.3533819801927066 0.3555676922799914
715 0.3543186173165793 0.35633943731222806 0.35335590951953444 0.3555676922799914
720 0.3543178815820123 0.35633943731222806 0.35333425822580344 0.3555676922799914
725 0.35431731897657964 0.35633943731222806 0.3533302370791085 0.3555676922799914
730 0.354316743293155 0.35633943731222806 0.3532633075837438 0.3555676922799914
735 0.35431661305055917 0.35633943731222806 0.3532561913607392 0.3555676922799914
740 0.3543164572611972 0.35633943731222806 0.3532554733469089 0.3555676922799914
745 0.3543160036553633 0.35633943731222806 0.3532544711853521 0.3555676922799914
750 0.35431552513348225 0.35633943731222806 0.3532537058725928 0.3555676922799914
755 0.3543150455215627 0.35633943731222806 0.3532528623324954 0.3555676922799914
760 0.3543150455215627 0.35633943731222806 0.35325226385155073 0.3555676922799914
765 0.3543150455215627 0.35633943731222806 0.3532517034958116 0.3555676922799914
770 0.3543150455215627 0.35633943731222806 0.3532515623617155 0.3555676922799914
775 0.3543150455215627 0.35633943731222806 0.3532512584768699 0.3555676922799914
780 0.3543150455215627 0.35633943731222806 0.35325101602679043 0.3555676922799914
785 0.3543150455215627 0.35633943731222806 0.3532509419794509 0.3555676922799914
790 0.3543150455215627 0.35633943731222806 0.35325018905340744 0.3555676922799914
795 0.3543150455215627 0.35633943731222806 0.3532486399562893 0.3555676922799914
800 0.3543150455215627 0.35633943731222806 0.35324825313385594 0.3555676922799914
805 0.3543150455215627 0.35633943731222806 0.3532468418627264 0.3555676922799914
810 0.3543150455215627 0.35633943731222806 0.35324593077143346 0.3555676922799914
815 0.3543150455215627 0.35633943731222806 0.35324406161620525 0.3555676922799914
820 0.3543150455215627 0.35633943731222806 0.353238993964662 0.3555676922799914
825 0.3543150455215627 0.35633943731222806 0.35323872584611976 0.3555676922799914
830 0.3543150455215627 0.35633943731222806 0.35323866268824455 0.3555676922799914
835 0.3543150455215627 0.35633943731222806 0.3532327130932726 0.3555676922799914
840 0.3543150455215627 0.35633943731222806 0.3532151616962462 0.3555676922799914
845 0.3543150455215627 0.35633943731222806 0.3532133078821969 0.3555676922799914
850 0.3543150455215627 0.35633943731222806 0.353190280047474 0.3555676922799914
855 0.3543150455215627 0.35633943731222806 0.35318752914152196 0.3555676922799914
860 0.3543150455215627 0.35633943731222806 0.3531873389603592 0.3555676922799914
865 0.3543150455215627 0.35633943731222806 0.353186469790015 0.3555676922799914
870 0.3543150455215627 0.35633943731222806 0.35318502564694676 0.3555676922799914
875 0.3543150455215627 0.35633943731222806 0.3531828388045946 0.3555676922799914
880 0.3543150455215627 0.35633943731222806 0.35317957832967634 0.3555676922799914
885 0.3543150455215627 0.35633943731222806 0.35317802592170733 0.3555676922799914
890 0.3543150455215627 0.35633943731222806 0.3531765341127466 0.3555676922799914
895 0.3543150455215627 0.35633943731222806 0.3531760235927757 0.3555676922799914
900 0.3543150455215627 0.35633943731222806 0.353174049099668 0.3555676922799914
905 0.3543150455215627 0.35633943731222806 0.35317067857275936 0.3555676922799914
910 0.3543150455215627 0.35633943731222806 0.35316908083923154 0.3555676922799914
915 0.3543150455215627 0.35633943731222806 0.3531689621632849 0.3555676922799914
920 0.3543150455215627 0.35633943731222806 0.35316860631441593 0.3555676922799914
925 0.3543150455215627 0.35633943731222806 0.35316811761572797 0.3555676922799914
930 0.3543150455215627 0.35633943731222806 0.3531645110740852 0.3555676922799914
935 0.3543150455215627 0.35633943731222806 0.35316093740657434 0.3555676922799914
940 0.3543150455215627 0.35633943731222806 0.3531547869402904 0.3555676922799914
945 0.3543150455215627 0.35633943731222806 0.35315371692224923 0.3555676922799914
950 0.3543150455215627 0.35633943731222806 0.35314273325667067 0.3555676922799914
955 0.3543150455215627 0.35633943731222806 0.35314133844253004 0.3555676922799914
960 0.3543150455215627 0.35633943731222806 0.35311954363323983 0.3555676922799914
965 0.3543150455215627 0.35633943731222806 0.3531128092399094 0.3555676922799914
970 0.3543150455215627 0.35633943731222806 0.3531125999254616 0.3555676922799914
975 0.3543150455215627 0.35633943731222806 0.35311191393439306 0.3555676922799914
980 0.3543150455215627 0.35633943731222806 0.35310982377417666 0.3555676922799914
985 0.3543150455215627 0.35633943731222806 0.353105651237284 0.3555676922799914
990 0.3543150455215627 0.35633943731222806 0.35310485101979094 0.3555676922799914
995 0.3543150455215627 0.35633943731222806 0.35310195284482 0.3555676922799914
