t_tenpy sz_chi_16 sz_chi_32 sz_chi_64 sz_chi_128 sz_chi_256
0.33 -0.3099546760851351 -0.298326104160036 -0.2957722843507809 -0.29564229155929195 -0.295625551348583
0.34 -0.27579035673822305 -0.26385594289065084 -0.26119100516985166 -0.26103453591969206 -0.26097862624934914
0.35000000000000003 -0.24140942935949916 -0.2291907279762888 -0.2264220614748166 -0.22623404265739938 -0.22613948147927043
0.36 -0.20681867232105994 -0.19434744647239513 -0.1914911377315417 -0.191270342082975 -0.19114055290388587
0.37 -0.17202773527149662 -0.1593469027582879 -0.15642738259874195 -0.15617714625083484 -0.1560187898167749
0.38 -0.1370531537683603 -0.12421654716447711 -0.12126556139877825 -0.12099418515181652 -0.12081723428787387
0.39 -0.10192191674576451 -0.08899260434906744 -0.08604753390086417 -0.08576929329444681 -0.0855863951044992
0.4 -0.06667409752194647 -0.053721376653012576 -0.050825139736663694 -0.05055597408895473 -0.050385088947654595
0.41000000000000003 -0.03136444214230638 -0.018460089453819106 -0.01565855912529207 -0.01542036543411258 -0.015279980362928883
0.42 0.003936804331380495 0.0167223993461042 0.019381378119125714 0.019562910957731706 0.01965542111268664
0.43 0.039144693287633814 0.05174771626864211 0.05421522311217514 0.054311987505983254 0.05434217082944117
0.44 0.0741624448880831 0.08652886457611547 0.08875809068973509 0.08874220238069797 0.08869822440057314
0.45 0.10888432218570304 0.12096821851550948 0.12292059778601752 0.12276796170625734 0.12264135748871599
0.46 0.14319688881492726 0.15496717945467336 0.1566133506828064 0.1563055147997085 0.15609208570496436
0.47000000000000003 0.17698351797123768 0.1884289996433525 0.18974864798364272 0.1892756564364899 0.18897639372824263
0.48 0.2101319832769306 0.22126239047001395 0.22224554848151362 0.22160695268504974 0.2212282524435963
0.49 0.24254111847368798 0.25338550009106187 0.2540345048530528 0.25323856309989057 0.25279172155701934
0.5 0.27412516199490305 0.28472889612475727 0.28505988095386486 0.284122106035047 0.28362246907202543
0.51 0.30481670067705324 0.3152381722822005 0.3152812229478645 0.31422281542662195 0.31368854061788226
0.52 0.3345710533701364 0.3448761951708188 0.34467339297376653 0.34351984662619195 0.34297030244894317
0.53 0.3633695463191287 0.37362446177031267 0.3732259458605171 0.3720053882399091 0.371459531206105
0.54 0.3912195610246695 0.4014827574941543 0.40094207539743304 0.3996828739624351 0.39915794723955095
0.55 0.41815111482415723 0.4284671932405526 0.42783637816152964 0.42656478974127826 0.426075258129225
0.56 0.4442116256908205 0.4546069106550642 0.45393171527566933 0.4526701266748228 0.4522264707189287
0.5700000000000001 0.4694608284106546 0.4799399177209003 0.47925596634786743 0.47802142209891685 0.4776296891189391
0.58 0.4939658358361022 0.5045086490794741 0.503838815571138 0.5026417953502218 0.502303471479958
0.59 0.517795683821007 0.5283555782418359 0.5277086899570097 0.5265524707072492 0.5262639651474216
0.6 0.5410154385091643 0.5515191240239219 0.5508899852569473 0.5497705607389015 0.5495233389124842
0.61 0.5636804661937431 0.5740301359435231 0.5734008663501508 0.5723068997501669 0.5720885026299837
0.62 0.58583130539665 0.5959090617344467 0.5952514800485275 0.5941652839853229 0.5939600455635698
0.63 0.6074896284750878 0.6171638017089592 0.616442631276666 0.6153420620322765 0.6151318391845187
0.64 0.6286560505287128 0.6377887249513593 0.6369659182146687 0.6358254940836541 0.6355915676695213
0.65 0.6493102781113023 0.6577652322637892 0.6568044451972159 0.6555972241411611 0.6553218535354318
0.66 0.6694129507987504 0.6770633247306663 0.6759341205975331 0.6746343832721654 0.6743017465065756
0.67 0.6889084773919774 0.6956438027362494 0.6943262171441889 0.6929114958125955 0.692508595896858
0.68 0.7077293489627718 0.7134620228922982 0.711950189272321 0.7104026552754746 0.709920147361848
0.6900000000000001 0.725800857062997 0.7304727763909106 0.728776271253684 0.727084023852495 0.7265166491025756
0.7000000000000001 0.743044912076376 0.7466352211085466 0.7447781539901874 0.7429358863397308 0.7422827657294873
0.71 0.7593852907223637 0.7619174096263607 0.7599356719732542 0.7579442208628993 0.7572090885330145
0.72 0.7747543248598878 0.7763000077704408 0.7742366804347838 0.7721021472780342 0.7712932044383382
0.73 0.7890990794364764 0.7897787551127771 0.7876781958342398 0.7854110794954506 0.784540365408765
0.74 0.8023862250683326 0.8023654165386139 0.8002671605793977 0.7978813258938653 0.7969637088200637
0.75 0.8146052825728298 0.8140871317537403 0.81202067101587 0.809532066852363 0.808583970031542
0.76 0.8257703858976366 0.8249843986875439 0.8229655945306957 0.8203907686515209 0.8194287380969288
0.77 0.8359205586545492 0.8351080917935864 0.8331375824329694 0.8304921015617011 0.829531382743253
0.78 0.8451181758503428 0.8445160179295647 0.842579384081473 0.8398764251658474 0.8389297409814123
0.79 0.8534455981116705 0.8532693111417455 0.8513384939267783 0.8485879166216438 0.8476646329447796
0.8 0.8610002736771645 0.8614288565912803 0.8594644909465627 0.8566723955488617 0.8557782844038769
0.81 0.8678887256134104 0.8690520136207023 0.8670065624112608 0.864175200692829 0.8633128323257461
0.8200000000000001 0.8742200340619496 0.8761898933894253 0.8740114681724371 0.8711395874299276 0.8703090123509069
0.8300000000000001 0.8800994660642837 0.8828853263654743 0.8805219043092201 0.8776055822237242 0.8768051510011822
0.84 0.8856227145137323 0.8891715846364173 0.8865752828566744 0.883609305690115 0.8828365492701779
0.85 0.8908710282866451 0.8950719553636257 0.8922031901271059 0.8891827339621264 0.888435172485178
0.86 0.8959074603353387 0.9006002823590525 0.8974314991366181 0.8943538457208475 0.8936295809449282
0.87 0.9007746333794879 0.9057623084994504 0.902280905279985 0.8991470598714574 0.8984450243729613
0.88 0.9054945998232083 0.9105576954916261 0.90676791140916 0.9035838067981563 0.9029037186051718
0.89 0.9100708763426218 0.9149828671866675 0.9109062520864009 0.9076830368344806 0.9070252795483104
0.9 0.9144919208811672 0.9190341871086598 0.9147083459878504 0.9114620539109719 0.9108272917301116
0.91 0.9187352777708858 0.9227107520940769 0.9181864911850703 0.9149373650066324 0.9143259825723744
0.92 0.9227716783845619 0.926016440372017 0.9213538525430296 0.9181252148468151 0.9175368641695211
0.93 0.9265682288166717 0.928961344698527 0.9242252479097678 0.9210419617207223 0.9204752375644925
0.9400000000000001 0.9300915341936254 0.9315628177543371 0.9268176478111124 0.9237043266933136 0.9231565261388461
0.9500000000000001 0.9333110482298199 0.9338457415644368 0.9291503451645462 0.9261294821255929 0.9255964601845104
0.96 0.9362021394242324 0.9358417430432489 0.9312447506800844 0.9283349932868885 0.9278111362221038
0.97 0.9387489585912193 0.937587603169128 0.9331238728818133 0.9303386476406642 0.9298169598056445
0.98 0.9409467301198083 0.9391232140819888 0.9348116055379218 0.9321582143350954 0.9316305346553606
0.99 0.9428033529968511 0.9404893691778167 0.9363319107114267 0.9338111806344127 0.933268508349843
