t_tenpy sz_chi_16 sz_chi_32 sz_chi_64 sz_chi_128 sz_chi_256
0.4 0.9749144429601271 0.9704514078784291 0.9713829360846522 0.9714328490099697 0.9713701482679411
0.41000000000000003 0.9748748385587217 0.9709523228105711 0.9715857707627082 0.9713514177615645 0.9712153628301513
0.42 0.9748477976415955 0.9715208691784433 0.9717802078665642 0.9712217797075424 0.9710061747404171
0.43 0.974768457956164 0.9720561010996565 0.9718824899095533 0.9709824181862128 0.9706864682999786
0.44 0.9745804817694963 0.9724707548422697 0.9718148805415507 0.9705893120592572 0.9702180933102011
0.45 0.974238843440482 0.972700687948108 0.9715248722409363 0.9700209191328858 0.9695852695818488
0.46 0.9737181908465543 0.9727092711185035 0.9709930208296199 0.9692809098635773 0.9687965861628037
0.47000000000000003 0.9730195865245321 0.9724882731731884 0.9702312212723225 0.9683981158694552 0.9678843728922059
0.48 0.9721712853825247 0.9720563715895922 0.9692800608209556 0.9674236536207007 0.9669015778765003
0.49 0.971225242021012 0.971456157925594 0.9682050634682368 0.9664257670482034 0.9659165562520128
0.5 0.9702510779303595 0.9707495525203407 0.9670904254452706 0.9654830274768028 0.9650063265218252
0.51 0.9693287427774718 0.9700112060838106 0.9660306628810182 0.9646765739052252 0.9642489907620357
0.52 0.9685407549716303 0.9693207697195445 0.965121267765447 0.9640821472930915 0.9637160348509991
0.53 0.9679644902091241 0.9687548657063905 0.964449484871483 0.9637626644602842 0.9634652646940473
0.54 0.9676646668445429 0.9683795395944327 0.9640860248154525 0.963762063356613 0.9635348109974127
0.55 0.9676868989907643 0.968243351123027 0.9640783588409279 0.9641008666679513 0.9639384371336206
0.56 0.9680531614407178 0.9683714861767232 0.9644462150736643 0.9647740443939646 0.9646638833502383
0.5700000000000001 0.9687592762503479 0.968762158458591 0.9651796415656985 0.9657514703903272 0.9656737859778745
0.58 0.9697742368708702 0.9693866379093785 0.9662396883406865 0.9669797281163516 0.9669083074159569
0.59 0.9710423430576712 0.9701932146106989 0.9675617441949715 0.9683840303965211 0.9682896157892237
0.6 0.9724873914108989 0.9711138699466692 0.969061310910238 0.9698722944901248 0.96972813369789
0.61 0.9740183587210367 0.9720718803624093 0.970641108335946 0.9713434121151633 0.9711297136897636
0.62 0.9755366783800841 0.9729892098701333 0.9721989597923257 0.9726979396613702 0.9724031528636339
0.63 0.9769442976781162 0.9737929245702253 0.9736348891209312 0.9738467130859382 0.9734673881365137
0.64 0.9781509531040938 0.9744199870757493 0.9748571129597625 0.9747170773876846 0.9742578425327085
0.65 0.9790791739118656 0.9748219951607354 0.9757879766422783 0.9752581022691803 0.9747312574726005
0.66 0.979667423861049 0.9749697863878236 0.9763693193214428 0.9754440353459263 0.974868637681139
0.67 0.9798733059540679 0.9748546877117062 0.9765679179212282 0.9752757587144414 0.9746761871243571
0.68 0.9796773854571659 0.9744886830941475 0.976380250122056 0.9747801606093488 0.9741840973789454
0.6900000000000001 0.9790869770400913 0.9739039748663592 0.9758332701027876 0.9740073416307979 0.9734434251962301
0.7000000000000001 0.9781382207108126 0.9731507229848168 0.9749803424186776 0.9730259300490179 0.9725213303856517
0.71 0.9768948567586383 0.9722925582832265 0.973894705096392 0.971917010406681 0.97149511379387
0.72 0.975443960696779 0.971400597907734 0.9726627126017735 0.9707672586512113 0.9704456076752495
0.73 0.9738894192118565 0.9705470700273102 0.9713770702037411 0.9696618739531297 0.9694504917541444
0.74 0.972343699258372 0.9697993079140016 0.9701297905248207 0.9686778733731497 0.9685780917763079
0.75 0.9709186074787381 0.9692143107646864 0.9690052810937021 0.9678782640282056 0.9678821899041665
0.76 0.9697160901388495 0.9688341637184125 0.9680741227081261 0.9673075626146728 0.9673982721821323
0.77 0.9688199626071445 0.9686828546592687 0.967388076958399 0.9669889831766794 0.9671414675369081
0.78 0.9682892429387445 0.9687648471868815 0.9669767672988588 0.9669234285745559 0.9671062848411041
0.79 0.9681537076617599 0.9690655171695555 0.9668462825517808 0.9670904758004353 0.9672681410990535
0.8 0.9684120035025136 0.9695533323432964 0.9669797458949249 0.9674513055781345 0.9675864758347639
0.81 0.9690323750756215 0.9701832645927682 0.9673396868116121 0.9679527336521339 0.9680090922509074
0.8200000000000001 0.9699558646366859 0.9709007501878066 0.967872003691092 0.9685317717030649 0.9684772161406311
0.8300000000000001 0.9711016405298114 0.9716456470173802 0.9685114790602947 0.9691205158426932 0.9689308095666789
0.84 0.972373775620651 0.9723552123237027 0.9691883588197063 0.9696516377903188 0.9693138864402409
0.85 0.9736684478032329 0.9729654752942287 0.969834452858055 0.9700651446207547 0.9695794039850999
0.86 0.9748808474039534 0.9734126398482698 0.9703877321211428 0.9703147233007212 0.9696932630119474
0.87 0.9759120733062274 0.9736375808643746 0.9707958355940837 0.9703713852640845 0.9696370527934153
0.88 0.9766763586814349 0.9735934291996661 0.9710193483729956 0.9702251358030018 0.9694092626657396
0.89 0.9771074914484938 0.9732531926137953 0.9710347728245079 0.9698852090419535 0.9690249305837579
0.9 0.977162994399873 0.972615146047082 0.9708366811725045 0.9693787106950876 0.9685139105764131
0.91 0.9768256763175378 0.9717049268885932 0.9704387045318025 0.9687477819119006 0.9679179853663277
0.92 0.9761037672627311 0.9705744064254257 0.9698729259207578 0.968045616500037 0.9672870669074786
0.93 0.9750331568830762 0.9692976250671321 0.9691873615325709 0.9673317792678401 0.9666748214549488
0.9400000000000001 0.9736794147227008 0.9679649358212242 0.9684416861388246 0.9666672409213407 0.9661341433782823
0.9500000000000001 0.9721346247809388 0.9666758910411499 0.9677020218018075 0.966109498202643 0.9657128424202643
0.96 0.9705096840338605 0.9655311490540233 0.9670353993442542 0.9657080975554161 0.9654498155993823
0.97 0.9689246873566667 0.964624404036738 0.9665042172861928 0.9655010068669362 0.9653720362801095
0.98 0.9674989573294283 0.9640350987588528 0.9661612793682165 0.9655120957792732 0.9654928102567201
0.99 0.9663414836275647 0.9638224054971175 0.9660459242064559 0.9657497678773649 0.9658114759367751
