t_tenpy sz_chi_16 sz_chi_32 sz_chi_64 sz_chi_128 sz_chi_256
0.39 0.7768988678346591 0.7821356286179293 0.7851333458733187 0.7862534226675564 0.7865438687604197
0.4 0.7720320863303632 0.7773585826069896 0.7803334115797632 0.7814118364710303 0.7816897755247819
0.41000000000000003 0.7678821528929454 0.7731846927743009 0.7760778499115115 0.7770937191125441 0.7773542239932262
0.42 0.7643747331333194 0.7695476518200901 0.7723135296611342 0.7732523913314481 0.7734926435738901
0.43 0.7614176713435036 0.7663697376877697 0.7689796942518944 0.7698343274780809 0.7700543113892663
0.44 0.758908340843574 0.7635706050432759 0.7660141560638603 0.7667865554107081 0.7669881955280864
0.45 0.7567420907333009 0.761073609140254 0.763360514651507 0.7640605269775466 0.7642481571347365
0.46 0.7548213922754182 0.7588131424619299 0.7609722211051125 0.7616164385052566 0.7617970225444376
0.47000000000000003 0.7530623792195961 0.7567390423913027 0.7588151940630633 0.7594269438000284 0.7596093518700885
0.48 0.7513987839094493 0.7548193632451355 0.7568704971020153 0.7574786884979263 0.7576727434038623
0.49 0.7497852360172332 0.7530420009338671 0.7551353609436915 0.7557721262689692 0.7559877277676171
0.5 0.7482002366760461 0.7514141951705506 0.7536218466456699 0.7543200258814793 0.7545663293441278
0.51 0.7466474817302906 0.7499600110642413 0.7523535933862172 0.7531447630586381 0.7534295332793628
0.52 0.7451541377221701 0.7487164577162235 0.7513622351606899 0.7522749217576954 0.7526039625523308
0.53 0.7437664474220971 0.747728897073594 0.7506836545563217 0.7517414962823946 0.7521181134718449
0.54 0.7425437800942174 0.7470461250256952 0.7503538851834202 0.7515740438487477 0.7519986703791259
0.55 0.7415525010518981 0.7467153212123128 0.7504051762789389 0.7517970145771721 0.7522671590187373
0.56 0.7408602429827571 0.746777486455809 0.7508625228855064 0.752426677465542 0.7529371430479591
0.5700000000000001 0.7405307563170889 0.7472639134971236 0.7517409151714349 0.7534691256599905 0.7540125025110704
0.58 0.7406195171305003 0.7481937807219554 0.7530434020527365 0.7549191120015458 0.7554865864748616
0.59 0.7411700847037868 0.749572683758071 0.7547600988550894 0.7567601073498617 0.7573420487155005
0.6 0.7422115405049742 0.7513920238328295 0.756868459052137 0.7589653805971491 0.759552081670423
0.61 0.7437570631369842 0.7536293290319139 0.7593352506783392 0.7614997712962595 0.7620826547410567
0.62 0.745803489340696 0.7562495183149415 0.7621196655564559 0.7643225471990746 0.7648949690105189
0.63 0.7483319874492717 0.7592071637822547 0.7651765660812383 0.7673909399082304 0.7679483885883809
0.64 0.7513101925777931 0.7624497371872504 0.7684601037222424 0.7706631602229689 0.7712034298224325
0.65 0.7546956756931833 0.7659216913634947 0.7719274295567161 0.7741012359310866 0.7746246839355394
0.66 0.7584396379380852 0.7695692192073521 0.7755414744331794 0.7776740155134392 0.7781832008916689
0.67 0.7624901125847735 0.7733450548367033 0.7792731602333637 0.7813589661536663 0.7818581964583069
0.68 0.7667947206504394 0.777212147536948 0.7831031966920483 0.7851430204818766 0.7856379312298511
0.6900000000000001 0.7713026463722843 0.7811459888050463 0.7870227309640587 0.7890225518150827 0.7895196809888524
0.7000000000000001 0.7759666147486559 0.7851357842110666 0.7910328521988892 0.7930026342132551 0.7935089039186337
0.71 0.7807450773416287 0.7891844924379778 0.7951433612845407 0.7970956017902 0.7976176298381029
0.72 0.7856030911482776 0.7933073990213511 0.7993709793465588 0.8013188682081936 0.8018622198707326
0.73 0.7905138372770548 0.7975292811669848 0.8037367587937596 0.8056922424581204 0.8062606974406636
0.74 0.7954601212372134 0.8018807644220804 0.808262805493373 0.8102350426607279 0.8108298890834675
0.75 0.8004346231285473 0.8063943416152779 0.8129689839406483 0.8149632449497703 0.8155826983660773
0.76 0.8054390493610644 0.8111002416652222 0.8178700392353129 0.8198868836860803 0.8205257604096513
0.77 0.8104823771862693 0.8160223955260926 0.822973232388491 0.8250078979846425 0.8256576602936143
0.78 0.8155782886657926 0.8211749336526594 0.8282766113772704 0.8303185740520985 0.8309678673871679
0.79 0.8207421338956319 0.8265595694349306 0.833768006483028 0.8358009155860202 0.8364364341137808
0.8 0.8259879060468789 0.8321641425781181 0.8394247609029903 0.8414268886490532 0.8420344493283484
0.81 0.8313256183978803 0.8379624989797296 0.8452140897335048 0.8471593932092104 0.847725226930243
0.8200000000000001 0.8367593708866417 0.8439156563643928 0.8510938305135543 0.8529541980981021 0.8534662324449845
0.8300000000000001 0.8422862582045086 0.8499739588889537 0.8570137818650625 0.8587624479877918 0.8592115319951714
0.84 0.8478960787953981 0.8560798248943775 0.8629184785178197 0.8645334774452136 0.8649144440370484
0.85 0.8535716648222036 0.8621706635326327 0.8687513556065105 0.8702181190350723 0.8705301946146146
0.86 0.8592895785944772 0.8681815947665252 0.8744589659844058 0.8757717372166864 0.8760184514944056
0.87 0.8650210819383913 0.874048072011522 0.8799946250689252 0.8811566303430558 0.881345477893141
0.88 0.8707335392448531 0.8797095933797768 0.8853212200207131 0.8863440664622935 0.8864857393756685
0.89 0.8763921481236507 0.8851145095982935 0.8904129631447 0.891315511620728 0.891422806602017
0.9 0.8819615734991785 0.8902242851671351 0.8952560520307687 0.8960630224971449 0.8961495110692091
0.91 0.8874075083018664 0.8950166007522647 0.8998484497806933 0.9005888448637258 0.9006673946510922
0.92 0.8926985527346294 0.8994870848044954 0.9041989852183038 0.9049040446059168 0.9049854883397371
0.93 0.8978081073679849 0.9036488768520133 0.9083257507909368 0.9090264364015221 0.909118548103677
0.9400000000000001 0.9027158426765981 0.907530012924095 0.9122537727598132 0.9129781585202449 0.9130849453862196
0.9500000000000001 0.9074087398599049 0.9111701282814072 0.9160121892809727 0.9167831371771216 0.916904371316057
0.96 0.9118814983003173 0.9146168403085995 0.9196312394393226 0.9204645439911824 0.9205955224326581
0.97 0.9161362080955401 0.9179214187592866 0.9231393095954022 0.9240423772738383 0.9241740423010518
0.98 0.9201811798027938 0.9211339502311673 0.9265602735906243 0.9275314249386264 0.9276508332498614
0.99 0.9240291769395093 0.9242986342710235 0.929911356950969 0.9309397943706079 0.9310308528043373
