N_iters walltime_cg f_trunc_cg walltime_approx_cg f_trunc_approx_cg walltime_trm f_trunc_trm walltime_approx_trm f_trunc_approx_trm
785 49.57791735361388 1.3557736286886391e-06 9.99842890969047 1.4806885182200712e-06 221.72498753378085 1.1200033609603784e-06 27.040230488324617 1.1474636951045613e-06
790 49.89370026669422 1.3540507334476023e-06 10.062113170261746 1.4806885182200712e-06 223.13724860087498 1.1198679542742634e-06 27.212461255766176 1.1474193676110287e-06
795 50.20948317977456 1.3531186647328188e-06 10.125797430833023 1.4806885182200712e-06 224.54950966796912 1.119827933932733e-06 27.384692023207734 1.1472654954654676e-06
800 50.525266092854906 1.3525439112319537e-06 10.1894816914043 1.4806885182200712e-06 225.96177073506328 1.1197899245099512e-06 27.556922790649292 1.1470644071729992e-06
805 50.84104900593525 1.3512500436046382e-06 10.253165951975577 1.4806885182200712e-06 227.37403180215742 1.1197007024245243e-06 27.72915355809085 1.146761672195438e-06
810 51.15683191901559 1.346789867507817e-06 10.316850212546854 1.4806885182200712e-06 228.78629286925155 1.1192842172029845e-06 27.90138432553241 1.1467115574334978e-06
815 51.472614832095935 1.344880077518478e-06 10.38053447311813 1.4806885182200712e-06 230.19855393634572 1.118815554613693e-06 28.073615092973967 1.1466170200365688e-06
820 51.788397745176276 1.3435065614701976e-06 10.444218733689407 1.4806885182200712e-06 231.61081500343985 1.1173555362177194e-06 28.245845860415525 1.1464735879235977e-06
825 52.10418065825662 1.3429526852034341e-06 10.507902994260684 1.4806885182200712e-06 233.023076070534 1.1172510502658682e-06 28.418076627857083 1.1463839052060673e-06
830 52.419963571336964 1.3424279069432708e-06 10.571587254831961 1.4806885182200712e-06 234.43533713762815 1.113750491446378e-06 28.590307395298638 1.1461959452832588e-06
835 52.735746484417305 1.3421229230586635e-06 10.635271515403238 1.4806885182200712e-06 235.8475982047223 1.1133608303058066e-06 28.762538162740196 1.1460798245024845e-06
840 53.051529397497646 1.3414721889309687e-06 10.698955775974515 1.4806885182200712e-06 237.25985927181642 1.1122301941637263e-06 28.934768930181754 1.1458769968731164e-06
845 53.367312310577994 1.3405337941605844e-06 10.762640036545791 1.4806885182200712e-06 238.6721203389106 1.1119724946250371e-06 29.106999697623312 1.145777501730549e-06
850 53.683095223658334 1.3387927451130336e-06 10.826324297117068 1.4806885182200712e-06 240.08438140600472 1.111811378709131e-06 29.27923046506487 1.145501552020437e-06
855 53.998878136738675 1.3367530628289209e-06 10.890008557688345 1.4806885182200712e-06 241.49664247309886 1.1116589599073647e-06 29.45146123250643 1.1448709789159058e-06
860 54.31466104981902 1.3314743256176416e-06 10.953692818259622 1.4806885182200712e-06 242.90890354019302 1.1115692422548674e-06 29.623691999947987 1.1435175193834942e-06
865 54.63044396289936 1.3301079855023876e-06 11.017377078830899 1.4806885182200712e-06 244.32116460728716 1.1114755379406618e-06 29.795922767389545 1.1430142293966634e-06
870 54.946226875979704 1.3253287609052556e-06 11.081061339402176 1.4806885182200712e-06 245.7334256743813 1.111422581682044e-06 29.968153534831103 1.1429679558671453e-06
875 55.26200978906005 1.3221080113093506e-06 11.144745599973453 1.4806885182200712e-06 247.14568674147546 1.1112849242142328e-06 30.14038430227266 1.1429182040823744e-06
880 55.57779270214039 1.3206988288076587e-06 11.20842986054473 1.4806885182200712e-06 248.5579478085696 1.1112529179743672e-06 30.31261506971422 1.1428430537170935e-06
885 55.89357561522074 1.3197471564319095e-06 11.272114121116006 1.4806885182200712e-06 249.97020887566376 1.1112153475572038e-06 30.484845837155778 1.1427315800435613e-06
890 56.20935852830108 1.3191479305511453e-06 11.335798381687283 1.4806885182200712e-06 251.3824699427579 1.1109776403304917e-06 30.657076604597336 1.142565506695237e-06
895 56.52514144138142 1.3182430619396236e-06 11.39948264225856 1.4806885182200712e-06 252.79473100985203 1.1108509724564255e-06 30.829307372038894 1.1423526324077654e-06
900 56.84092435446177 1.3102661244670253e-06 11.463166902829837 1.4806885182200712e-06 254.2069920769462 1.1107634075268864e-06 31.001538139480452 1.1421487314798047e-06
905 57.15670726754211 1.309081149209825e-06 11.526851163401114 1.4806885182200712e-06 255.61925314404033 1.1105502375420852e-06 31.17376890692201 1.1420295164428559e-06
910 57.47249018062245 1.3080758066339037e-06 11.59053542397239 1.4806885182200712e-06 257.0315142111345 1.1104951798672863e-06 31.34599967436357 1.1417950043071211e-06
915 57.7882730937028 1.3075192482755573e-06 11.654219684543667 1.4806885182200712e-06 258.4437752782286 1.1104534194802077e-06 31.518230441805127 1.1412894232110968e-06
920 58.10405600678314 1.3071811603510698e-06 11.717903945114944 1.4806885182200712e-06 259.85603634532276 1.110324899775127e-06 31.690461209246685 1.1405441014791186e-06
925 58.41983891986348 1.3061117988961563e-06 11.781588205686221 1.4806885182200712e-06 261.2682974124169 1.1097382155032826e-06 31.862691976688243 1.1401673734463123e-06
930 58.73562183294383 1.3051044343796832e-06 11.845272466257498 1.4806885182200712e-06 262.68055847951103 1.1091894575741586e-06 32.0349227441298 1.1401435816966934e-06
935 59.05140474602417 1.3043439920780967e-06 11.908956726828775 1.4806885182200712e-06 264.0928195466052 1.1088546386118395e-06 32.207153511571356 1.1400875161684856e-06
940 59.36718765910451 1.3040187642171246e-06 11.972640987400052 1.4806885182200712e-06 265.50508061369936 1.1077716672089563e-06 32.37938427901292 1.1400242182973006e-06
945 59.68297057218486 1.3037584193748006e-06 12.036325247971329 1.4806885182200712e-06 266.91734168079347 1.107655829392632e-06 32.55161504645447 1.1399609682673142e-06
950 59.9987534852652 1.3033823386676438e-06 12.100009508542605 1.4806885182200712e-06 268.32960274788763 1.1075145284529968e-06 32.723845813896034 1.139765129573364e-06
955 60.31453639834554 1.2996603697566579e-06 12.163693769113882 1.4806885182200712e-06 269.7418638149818 1.1070648987638642e-06 32.89607658133759 1.1395720532522109e-06
960 60.630319311425886 1.2972202863250884e-06 12.227378029685159 1.4806885182200712e-06 271.1541248820759 1.1058388381638296e-06 33.06830734877915 1.139393900548418e-06
965 60.94610222450623 1.2963030332987605e-06 12.291062290256436 1.4806885182200712e-06 272.56638594917007 1.1036038676021761e-06 33.240538116220705 1.1393015069804847e-06
970 61.26188513758657 1.2959191216284501e-06 12.354746550827713 1.4806885182200712e-06 273.97864701626423 1.1033376219880865e-06 33.41276888366227 1.1391992506447944e-06
975 61.577668050666915 1.2956705070337701e-06 12.41843081139899 1.4806885182200712e-06 275.39090808335834 1.1033174275427797e-06 33.58499965110382 1.1388787889148108e-06
980 61.893450963747256 1.2945331586765365e-06 12.482115071970266 1.4806885182200712e-06 276.8031691504525 1.1032529464189688e-06 33.75723041854538 1.1388478570302368e-06
985 62.2092338768276 1.2935902919952296e-06 12.545799332541543 1.4806885182200712e-06 278.21543021754667 1.1029281210452721e-06 33.92946118598694 1.1388007481205721e-06
990 62.525016789907944 1.2931661071379992e-06 12.60948359311282 1.4806885182200712e-06 279.6276912846408 1.1028030258089371e-06 34.1016919534285 1.138701416789502e-06
995 62.840799702988285 1.2927706235048469e-06 12.673167853684097 1.4806885182200712e-06 281.03995235173494 1.1027641273311332e-06 34.273922720870054 1.1383196348490402e-06
