N_iter t trunc_error
0 0.01753701768316827 0.0013609042476923877
1 0.03507403536633654 0.0013609042476923877
2 0.05261105304950481 0.0013609042476923877
3 0.07014807073267308 0.0013609042476923877
4 0.08768508841584136 0.0013609042476923877
5 0.10522210609900962 0.0013607662596973739
6 0.12275912378217789 0.0013528318578528175
7 0.14029614146534616 0.0013528318578528175
8 0.15783315914851442 0.0013505215959781654
9 0.1753701768316827 0.001354677066900237
10 0.19290719451485097 0.0013595734853169745
11 0.21044421219801923 0.0013404793026153697
12 0.22798122988118752 0.001323569273512559
13 0.24551824756435578 0.0013284459639171446
14 0.26305526524752404 0.001324907445234557
15 0.2805922829306923 0.0013596142337211662
16 0.2981293006138606 0.0013596142337211662
17 0.31566631829702885 0.001359088983498139
18 0.33320333598019714 0.0013468666862051463
19 0.3507403536633654 0.0013477427060774583
20 0.36827737134653366 0.0013557296111506624
21 0.38581438902970194 0.0013570939661680724
22 0.40335140671287023 0.0013570939661680724
23 0.42088842439603846 0.0013570939661680724
24 0.43842544207920675 0.0013564137598198525
25 0.45596245976237504 0.0013581422716296902
26 0.4734994774455433 0.0013585037865571346
27 0.49103649512871156 0.0013601280809391548
28 0.5085735128118798 0.0013602537540624044
29 0.5261105304950481 0.001361599716183649
30 0.5436475481782164 0.0013617518972660135
31 0.5611845658613847 0.0013645903418826773
32 0.5787215835445529 0.0013633738869522525
33 0.5962586012277212 0.0013616576340767983
34 0.6137956189108895 0.0013629693702001619
35 0.6313326365940577 0.001366054476476277
36 0.648869654277226 0.0013651524071302188
37 0.6664066719603943 0.0013580376384173401
38 0.6839436896435626 0.0013632735997318587
39 0.7014807073267308 0.0013657197141695272
40 0.7190177250098991 0.0013657197141695272
41 0.7365547426930673 0.0013569072274194432
42 0.7540917603762356 0.0013648212422064975
43 0.7716287780594039 0.0013648212422064975
44 0.7891657957425722 0.0013648212422064975
45 0.8067028134257405 0.0013648212422064975
46 0.8242398311089087 0.0013648212422064975
47 0.8417768487920769 0.0013648212422064975
48 0.8593138664752452 0.0013648212422064975
49 0.8768508841584135 0.0013648212422064975
50 0.8943879018415818 0.0013648212422064975
51 0.9119249195247501 0.0013648212422064975
52 0.9294619372079184 0.0013648212422064975
53 0.9469989548910867 0.0013648212422064975
54 0.9645359725742548 0.0013648212422064975
55 0.9820729902574231 0.0013648212422064975
56 0.9996100079405914 0.0013648212422064975
57 1.0171470256237596 0.0013648212422064975
58 1.034684043306928 0.0013648212422064975
59 1.0522210609900962 0.0013648212422064975
60 1.0697580786732646 0.0013648212422064975
61 1.0872950963564327 0.0013648212422064975
62 1.1048321140396011 0.0013648212422064975
63 1.1223691317227693 0.0013648212422064975
64 1.1399061494059375 0.0013648212422064975
65 1.1574431670891059 0.0013648212422064975
66 1.174980184772274 0.0013648212422064975
67 1.1925172024554425 0.0013648212422064975
68 1.2100542201386106 0.0013648212422064975
69 1.227591237821779 0.0013648212422064975
70 1.2451282555049472 0.0013648212422064975
71 1.2626652731881154 0.0013648212422064975
72 1.2802022908712838 0.0013648212422064975
73 1.297739308554452 0.0013648212422064975
74 1.3152763262376204 0.0013648212422064975
75 1.3328133439207885 0.0013648212422064975
76 1.3503503616039567 0.0013648212422064975
77 1.3678873792871251 0.0013648212422064975
78 1.3854243969702933 0.0013648212422064975
79 1.4029614146534617 0.0013648212422064975
80 1.4204984323366299 0.0013648212422064975
81 1.4380354500197983 0.0013648212422064975
82 1.4555724677029664 0.0013648212422064975
83 1.4731094853861346 0.0013648212422064975
84 1.490646503069303 0.0013648212422064975
85 1.5081835207524712 0.0013648212422064975
86 1.5257205384356396 0.0013648212422064975
