dtau delta_E_D_max_2 delta_E_D_max_4 delta_E_D_max_6
0.5 0.007122335707845654 0.004041287497527481 0.004020237882193216
0.33812166890312056 0.0048293525405919925 0.001378636134757131 0.0013593348955321998
0.22865252596366312 0.003590101460155307 0.0004029758224302013 0.0003875731698420582
0.15462474735549586 0.0031573734980332277 0.0001106975740051472 9.759019223646106e-05
0.10456395525912729 0.0030411268539023897 3.4846970805642376e-05 2.3272952568032933e-05
0.07071067811865475 0.003059074491421875 2.1193059186647108e-05 6.192636359942552e-06
0.04781762498950186 0.003214115315426742 1.882965691582912e-05 3.0368654310962354e-06
0.03233635032886786 0.0037912724820138946 2.187640336814174e-05 2.994143798303444e-06
0.021867241478865564 0.004152502922474081 2.4104234379142635e-05 4.378946365505897e-06
0.014787576366283134 0.004794459139387599 2.7712239198280135e-05 6.2129024486986995e-06
0.01 0.005491246627936472 5.706018610332786e-05 8.026995353151403e-06
