dtau delta_E_D_max_2 delta_E_D_max_4 delta_E_D_max_6
0.5 0.0068160534069596004 0.004068495096301091 0.0040237378898297605
0.33812166890312056 0.0046080582001998644 0.00140398039639484 0.001364261801050013
0.22865252596366312 0.003702828107022268 0.0004272056467067748 0.00039073752045090156
0.15462474735549586 0.003517316999388082 0.00013643873277248048 0.0001014144883038339
0.10456395525912729 0.003743338451501041 6.195698191025664e-05 2.7596530774886382e-05
0.07071067811865475 0.004491318570260017 4.4626855413760255e-05 1.0774086805536772e-05
0.04781762498950186 0.007133774729236245 5.21289184720489e-05 9.349013215602454e-06
0.03233635032886786 0.00912994845548611 5.559052486406994e-05 1.0313005435986926e-05
0.021867241478865564 0.011024147631534826 7.455630948125364e-05 1.3570704107891125e-05
0.014787576366283134 0.01109012856934326 9.046586066575258e-05 1.7166226471454482e-05
0.01 0.012607287814468598 0.00013658019474724722 2.3445584894654438e-05
