dtau delta_E_D_max_2 delta_E_D_max_4 delta_E_D_max_6
0.5 0.007599077210326501 0.004137005853604902 0.004135315114890872
0.33812166890312056 0.005160116348120308 0.0013919353830865798 0.0013601610613838905
0.22865252596366312 0.003871313664338061 0.0004191157922088581 0.00038211521546826377
0.15462474735549586 0.00355521823006259 0.00013493695369271936 9.882853781699765e-05
0.10456395525912729 0.003462619989960986 6.462032922826805e-05 2.729363229966979e-05
0.07071067811865475 0.003481903557005505 5.197699454199553e-05 1.1812331736483047e-05
0.04781762498950186 0.0035915275590759866 5.4998607962965965e-05 9.820843703711232e-06
0.03233635032886786 0.0037928634890734008 6.95220017002599e-05 1.2035291326801137e-05
0.021867241478865564 0.004186180145624878 9.33777111066194e-05 1.4800485360463945e-05
0.014787576366283134 0.004682666004085429 0.00011643478018380193 2.0064699623836356e-05
0.01 0.0050875245255041735 0.0001502561843895607 2.9248934366746245e-05
