dtau delta_E_D_max_2 delta_E_D_max_4 delta_E_D_max_6
0.5 0.007114538328555588 0.0040289441804932605 0.0040222615917411735
0.33812166890312056 0.004819800684912258 0.0013759436587916032 0.0013588569828407039
0.22865252596366312 0.0035934301154624836 0.0004043878833014156 0.0003876575391632228
0.15462474735549586 0.0031644216104909123 0.00011052490280924368 9.79042720149258e-05
0.10456395525912729 0.003044907185222873 3.588621014228197e-05 2.3514711998861513e-05
0.07071067811865475 0.003094502340240125 2.1510028173306975e-05 6.563772720565293e-06
0.04781762498950186 0.0034071372448909185 2.0876256677172113e-05 3.479843647321505e-06
0.03233635032886786 0.003933883130290608 2.42541039037065e-05 4.158714264233766e-06
0.021867241478865564 0.004652929010741367 3.223086788505289e-05 6.235191083848279e-06
0.014787576366283134 0.005180268514653701 4.626788413911101e-05 7.902565002536776e-06
0.01 0.00561808182769338 7.486103474119758e-05 1.1119744620257948e-05
