dtau delta_E_D_max_2 delta_E_D_max_4 delta_E_D_max_6
0.5 0.006727747121148156 0.004027517870852889 0.004022147550466568
0.33812166890312056 0.004620448609867442 0.0013974904475823346 0.0013624832507400436
0.22865252596366312 0.0035912620494610165 0.0004187571848933838 0.0003907130111766181
0.15462474735549586 0.003338191247672517 0.0001320715466366863 0.00010060517043797354
0.10456395525912729 0.003510757915286954 5.559781311800088e-05 2.6314482555098188e-05
0.07071067811865475 0.0038922127859830724 4.1309275097586936e-05 1.0222739734456698e-05
0.04781762498950186 0.0063617242904492 4.520268337372217e-05 8.070219167942735e-06
0.03233635032886786 0.007996418819552095 5.442727497159356e-05 9.151389301682006e-06
0.021867241478865564 0.009116476366002154 7.066046776062215e-05 1.2742416944185879e-05
0.014787576366283134 0.011689708020470639 9.454496494871573e-05 1.6520926754719408e-05
0.01 0.012497223081877097 0.00013780027369996817 2.1998435567510725e-05
