dtau delta_E_D_max_2 delta_E_D_max_4 delta_E_D_max_6
0.5 0.007216212310267476 0.004084002561135719 0.004032032932631217
0.33812166890312056 0.005307501588703185 0.0014444499458035839 0.0013667226938228227
0.22865252596366312 0.003846491736900847 0.00046484282512944554 0.0003963700471616915
0.15462474735549586 0.003365835548998089 0.00016431907118613675 0.00010522955122263941
0.10456395525912729 0.003446077223481713 8.752048872178571e-05 3.16181709426803e-05
0.07071067811865475 0.003536317080760133 7.578157506609552e-05 1.6129841471025113e-05
0.04781762498950186 0.0037302111960579474 7.894063992419038e-05 1.3226558724607269e-05
0.03233635032886786 0.003959371304168987 9.612203245154395e-05 1.5348128196710405e-05
0.021867241478865564 0.00430163466730948 0.0001185224629263954 1.9995315727304016e-05
0.014787576366283134 0.00504681830076089 0.00014426028807243464 2.921035092203168e-05
0.01 0.00440569641821881 0.00017578007161031284 4.2589831892866207e-05
